order_id,customer_id,order_date,payment_method
22918,2982,22-12-2022,Net Banking
22919,1891,08-07-2023,Debit Card
22920,3040,09-08-2022,Debit Card
22921,4936,03-06-2022,UPI
22922,2683,27-07-2023,Debit Card
22923,603,03-10-2022,Debit Card
22924,3938,09-08-2022,Net Banking
22925,1433,14-08-2023,Credit Card
22926,4463,28-03-2022,Credit Card
22927,256,14-08-2023,Debit Card
22928,2488,20-02-2022,Credit Card
22929,1359,28-08-2022,UPI
22930,3702,07-01-2023,UPI
22931,2483,08-05-2022,Credit Card
22932,690,17-08-2022,UPI
22933,3533,13-12-2022,Debit Card
22934,308,14-07-2022,Credit Card
22935,1697,11-04-2022,Net Banking
22936,3167,01-11-2022,Debit Card
22937,409,04-01-2022,Debit Card
22938,3952,13-12-2023,Debit Card
22939,826,11-06-2022,Credit Card
22940,1192,28-08-2022,Net Banking
22941,2135,28-01-2023,Net Banking
22942,3095,05-07-2022,Net Banking
22943,4194,22-03-2022,Credit Card
22944,1775,09-08-2023,UPI
22945,4417,27-11-2023,Debit Card
22946,534,27-12-2023,Debit Card
22947,2868,22-03-2022,UPI
22948,1208,02-12-2023,Credit Card
22949,417,20-07-2022,Net Banking
22950,2777,04-12-2023,Credit Card
22951,1238,13-11-2023,UPI
22952,4944,10-08-2022,Wallet
22953,4766,17-01-2022,Wallet
22954,1944,12-12-2023,UPI
22955,2181,26-08-2022,UPI
22956,2101,12-12-2022,Net Banking
22957,4837,02-09-2022,Debit Card
22958,4119,26-03-2023,Net Banking
22959,3675,31-10-2022,Debit Card
22960,460,23-04-2022,Net Banking
22961,650,30-03-2023,Credit Card
22962,4578,21-02-2023,Debit Card
22963,120,14-09-2022,Net Banking
22964,4769,24-02-2022,UPI
22965,2256,15-03-2023,Net Banking
22966,318,18-05-2022,Credit Card
22967,868,07-01-2023,UPI
22968,3227,30-08-2023,Debit Card
22969,394,05-05-2022,UPI
22970,2553,24-01-2022,Net Banking
22971,4409,01-04-2023,Credit Card
22972,3229,02-04-2022,Net Banking
22973,2062,11-05-2023,Net Banking
22974,77,30-12-2022,Wallet
22975,3411,17-07-2023,Credit Card
22976,409,13-12-2023,UPI
22977,4093,06-06-2022,Wallet
22978,2268,21-10-2023,UPI
22979,744,03-04-2022,UPI
22980,4529,14-01-2023,Debit Card
22981,2854,20-12-2023,Debit Card
22982,3835,24-04-2023,Credit Card
22983,3998,05-01-2022,Credit Card
22984,1832,09-03-2023,Net Banking
22985,988,02-04-2022,Credit Card
22986,2702,07-11-2022,Credit Card
22987,3713,15-02-2022,Debit Card
22988,3908,23-05-2022,Wallet
22989,2865,01-04-2023,Debit Card
22990,755,12-08-2022,Credit Card
22991,676,16-06-2022,Net Banking
22992,4928,10-02-2023,Net Banking
22993,4124,14-11-2022,Net Banking
22994,4512,16-07-2022,Debit Card
22995,1711,02-11-2023,Net Banking
22996,3476,25-10-2023,Credit Card
22997,542,29-12-2023,Debit Card
22998,165,26-10-2022,Credit Card
22999,2256,07-02-2022,Wallet
23000,985,17-10-2023,Credit Card
23001,2662,11-01-2022,Wallet
23002,4469,08-10-2022,Wallet
23003,618,14-02-2023,UPI
23004,3914,17-05-2023,UPI
23005,69,05-07-2023,Credit Card
23006,3425,25-02-2022,Wallet
23007,4197,22-12-2022,Debit Card
23008,1,22-04-2022,Debit Card
23009,2399,30-12-2022,Net Banking
23010,2055,28-05-2022,Net Banking
23011,4414,13-05-2023,Debit Card
23012,186,04-11-2022,UPI
23013,4824,30-06-2023,Wallet
23014,2510,28-10-2022,Credit Card
23015,4439,28-11-2022,Debit Card
23016,4809,04-09-2023,Debit Card
23017,3080,28-02-2022,UPI
23018,136,19-11-2022,Net Banking
23019,383,13-03-2023,Wallet
23020,4282,20-05-2023,Credit Card
23021,2687,05-02-2023,UPI
23022,928,31-03-2023,Net Banking
23023,3444,13-01-2023,Credit Card
23024,561,11-07-2023,Credit Card
23025,1190,30-10-2022,UPI
23026,898,25-07-2022,Credit Card
23027,2369,16-09-2023,Net Banking
23028,1739,14-02-2023,Debit Card
23029,4954,04-05-2022,Net Banking
23030,3046,02-11-2023,UPI
23031,4381,09-04-2023,Credit Card
23032,3873,12-11-2022,Debit Card
23033,2399,28-05-2023,Wallet
23034,4762,23-06-2022,Net Banking
23035,1394,06-08-2022,Wallet
23036,2589,25-11-2023,UPI
23037,3467,30-11-2023,UPI
23038,2025,29-08-2023,Wallet
23039,3686,10-02-2022,Debit Card
23040,930,20-02-2022,Credit Card
23041,4310,01-06-2023,Wallet
23042,4400,10-12-2022,Debit Card
23043,3227,09-11-2023,Credit Card
23044,1404,07-12-2023,Wallet
23045,200,21-10-2023,Wallet
23046,3752,09-11-2023,UPI
23047,2286,13-03-2023,UPI
23048,671,11-01-2023,Net Banking
23049,1729,22-08-2022,Credit Card
23050,3239,16-07-2023,Credit Card
23051,1250,30-11-2022,Credit Card
23052,879,05-11-2023,Debit Card
23053,4347,02-03-2022,Wallet
23054,3352,16-05-2023,Net Banking
23055,2524,04-09-2022,Credit Card
23056,498,24-12-2022,Net Banking
23057,1988,28-01-2023,Debit Card
23058,978,23-11-2023,UPI
23059,3045,04-12-2022,Net Banking
23060,2749,09-03-2022,Wallet
23061,4880,10-06-2022,Debit Card
23062,2477,04-09-2023,Debit Card
23063,539,23-02-2023,Net Banking
23064,4041,26-09-2022,Credit Card
23065,901,14-08-2023,Debit Card
23066,1467,08-07-2022,UPI
23067,3016,07-04-2022,Debit Card
23068,4306,31-10-2022,Wallet
23069,1734,15-06-2022,UPI
23070,491,20-07-2023,Net Banking
23071,1710,08-06-2022,Credit Card
23072,1754,18-02-2022,UPI
23073,1919,10-04-2023,Net Banking
23074,2035,24-10-2023,UPI
23075,2712,12-08-2022,Credit Card
23076,1487,12-07-2022,Wallet
23077,1501,17-02-2022,Debit Card
23078,198,27-08-2023,Debit Card
23079,1968,15-04-2022,Credit Card
23080,4617,08-10-2022,Credit Card
23081,1535,21-01-2022,UPI
23082,1714,30-04-2023,Debit Card
23083,1349,03-10-2023,Debit Card
23084,4784,20-02-2023,Credit Card
23085,4563,08-08-2023,Net Banking
23086,3845,23-06-2022,Net Banking
23087,596,18-09-2022,Wallet
23088,139,17-06-2022,Credit Card
23089,1015,25-05-2022,Wallet
23090,242,19-07-2023,Credit Card
23091,2364,09-08-2022,Credit Card
23092,733,12-09-2023,Credit Card
23093,135,05-12-2022,Debit Card
23094,3260,11-08-2023,Debit Card
23095,3762,10-10-2023,Wallet
23096,2627,17-04-2022,UPI
23097,3141,09-07-2023,UPI
23098,2487,23-05-2022,UPI
23099,2125,11-06-2022,Wallet
23100,1511,25-08-2023,Wallet
23101,1819,19-12-2022,Credit Card
23102,4854,16-08-2022,Wallet
23103,2797,04-10-2022,Debit Card
23104,4513,21-10-2023,Wallet
23105,4303,06-04-2022,Net Banking
23106,1644,13-05-2023,Credit Card
23107,2769,01-01-2022,Debit Card
23108,4407,28-06-2022,UPI
23109,3365,10-06-2022,Net Banking
23110,1400,22-06-2023,Wallet
23111,1551,06-11-2022,Net Banking
23112,3412,14-02-2022,UPI
23113,83,29-10-2023,Credit Card
23114,1480,28-01-2022,Credit Card
23115,2921,31-07-2022,Credit Card
23116,2284,04-06-2023,Net Banking
23117,2441,05-01-2022,Debit Card
23118,1783,07-06-2023,Wallet
23119,605,07-12-2022,UPI
23120,4334,19-07-2022,Net Banking
23121,731,28-10-2023,UPI
23122,1361,26-09-2023,Net Banking
23123,2079,07-07-2022,Wallet
23124,978,29-10-2022,Net Banking
23125,1638,20-05-2022,Credit Card
23126,1982,13-01-2022,Net Banking
23127,2951,15-12-2023,Net Banking
23128,3301,07-01-2023,Wallet
23129,4005,15-12-2022,Credit Card
23130,583,21-09-2022,Wallet
23131,460,02-03-2023,UPI
23132,136,12-04-2022,Net Banking
23133,1977,06-12-2023,Wallet
23134,978,28-01-2023,Debit Card
23135,284,06-10-2023,Debit Card
23136,2898,19-12-2022,Debit Card
23137,2399,07-11-2022,Wallet
23138,4113,15-05-2023,Net Banking
23139,1239,01-08-2022,Debit Card
23140,3467,14-01-2023,Credit Card
23141,2462,24-02-2022,Debit Card
23142,3167,06-04-2022,Debit Card
23143,3705,09-11-2022,Net Banking
23144,2054,04-07-2022,Debit Card
23145,780,27-02-2023,Debit Card
23146,2135,30-10-2023,Net Banking
23147,2237,28-10-2023,Debit Card
23148,1640,20-05-2023,Wallet
23149,420,05-09-2023,Credit Card
23150,1827,20-12-2022,Wallet
23151,3139,14-03-2022,Debit Card
23152,3690,22-01-2022,Credit Card
23153,4956,20-07-2022,UPI
23154,207,22-06-2022,Credit Card
23155,3391,17-10-2023,Net Banking
23156,3871,25-03-2023,Credit Card
23157,3797,18-12-2022,Wallet
23158,2535,10-05-2023,Net Banking
23159,2181,26-05-2022,Wallet
23160,4211,24-09-2022,Wallet
23161,4307,23-01-2023,UPI
23162,4228,03-02-2022,Debit Card
23163,1398,31-10-2022,UPI
23164,4250,24-03-2022,Debit Card
23165,1447,14-07-2023,Wallet
23166,952,23-10-2022,Credit Card
23167,4022,30-11-2023,Debit Card
23168,1718,29-04-2023,UPI
23169,4243,24-10-2022,Net Banking
23170,3806,10-02-2023,UPI
23171,3199,02-01-2023,Wallet
23172,4811,16-11-2022,Wallet
23173,1597,23-07-2022,UPI
23174,3734,18-02-2022,UPI
23175,3217,22-09-2023,Net Banking
23176,907,26-11-2023,Debit Card
23177,3751,27-08-2023,Wallet
23178,4059,28-09-2022,Debit Card
23179,2155,06-10-2023,Wallet
23180,4925,10-10-2023,Wallet
23181,1338,24-04-2023,UPI
23182,4107,01-10-2023,UPI
23183,2496,12-12-2022,Credit Card
23184,2975,31-07-2022,UPI
23185,2443,12-08-2022,Credit Card
23186,4474,06-06-2023,Wallet
23187,361,21-03-2022,Net Banking
23188,3065,22-04-2022,Debit Card
23189,4738,05-10-2022,Debit Card
23190,573,03-02-2023,Net Banking
23191,1956,27-05-2023,Net Banking
23192,3045,24-07-2023,UPI
23193,1585,28-11-2022,Wallet
23194,2234,16-06-2022,Debit Card
23195,3293,20-03-2023,Net Banking
23196,3247,24-11-2023,Wallet
23197,1815,12-02-2023,Debit Card
23198,4042,15-03-2023,Wallet
23199,1890,29-05-2023,Credit Card
23200,1900,09-12-2023,Debit Card
23201,2656,11-02-2023,Credit Card
23202,2330,17-01-2023,Wallet
23203,3719,28-02-2022,UPI
23204,1057,23-07-2023,Net Banking
23205,2130,13-12-2023,Credit Card
23206,1507,02-03-2023,UPI
23207,1631,12-09-2023,Debit Card
23208,992,20-05-2022,Net Banking
23209,4591,20-07-2022,Wallet
23210,1194,10-08-2023,Net Banking
23211,3969,25-08-2022,UPI
23212,703,24-04-2023,UPI
23213,1031,28-05-2023,Debit Card
23214,4922,20-07-2023,Wallet
23215,2482,03-06-2023,Debit Card
23216,563,16-02-2023,Wallet
23217,367,04-07-2023,Debit Card
23218,794,03-12-2023,Net Banking
23219,3104,05-06-2022,Wallet
23220,4732,12-01-2022,Wallet
23221,987,21-06-2022,Wallet
23222,958,11-06-2023,Debit Card
23223,3596,09-01-2023,Debit Card
23224,855,07-11-2022,Debit Card
23225,1570,05-04-2022,UPI
23226,2257,02-09-2022,Net Banking
23227,3910,04-12-2022,Debit Card
23228,4104,05-03-2022,Net Banking
23229,4833,22-12-2023,Credit Card
23230,2223,28-12-2023,Debit Card
23231,4177,01-07-2023,Wallet
23232,238,11-04-2023,Wallet
23233,3289,11-01-2022,Credit Card
23234,4283,09-11-2022,Debit Card
23235,4726,22-03-2022,Wallet
23236,1733,05-08-2023,Wallet
23237,3062,05-01-2023,Credit Card
23238,815,14-06-2022,Wallet
23239,4710,04-03-2022,Net Banking
23240,1187,21-03-2022,Net Banking
23241,2226,29-01-2022,UPI
23242,985,15-05-2023,UPI
23243,798,13-11-2023,Debit Card
23244,4163,30-10-2023,UPI
23245,544,27-03-2023,Wallet
23246,520,10-09-2023,Wallet
23247,2547,01-10-2022,Debit Card
23248,1455,05-02-2023,UPI
23249,1059,29-08-2022,UPI
23250,2237,26-11-2022,Wallet
23251,1113,17-08-2022,Net Banking
23252,3407,27-10-2023,UPI
23253,947,22-12-2022,Credit Card
23254,4031,10-05-2023,Wallet
23255,136,31-10-2022,Debit Card
23256,2594,09-12-2022,UPI
23257,793,27-06-2022,Net Banking
23258,1137,19-01-2022,Wallet
23259,1363,27-11-2022,UPI
23260,555,10-02-2022,Net Banking
23261,2573,18-09-2022,Net Banking
23262,3404,19-09-2022,Wallet
23263,2255,22-01-2023,UPI
23264,1367,28-10-2022,Debit Card
23265,949,18-08-2022,UPI
23266,104,10-08-2023,Credit Card
23267,1047,02-12-2023,Debit Card
23268,4027,22-04-2022,Wallet
23269,2615,29-12-2022,Credit Card
23270,3332,25-06-2022,Credit Card
23271,964,12-02-2023,UPI
23272,3272,01-01-2023,Net Banking
23273,838,14-07-2023,Credit Card
23274,2459,14-02-2023,Wallet
23275,882,26-06-2022,Wallet
23276,3189,19-04-2023,Net Banking
23277,4520,29-12-2023,Credit Card
23278,2203,15-03-2023,Net Banking
23279,3335,18-02-2022,Credit Card
23280,2199,02-09-2023,UPI
23281,212,09-10-2022,Wallet
23282,1216,12-04-2023,Net Banking
23283,881,14-04-2023,Credit Card
23284,755,30-07-2022,Credit Card
23285,701,07-05-2022,Debit Card
23286,2220,13-11-2022,Debit Card
23287,371,23-10-2022,Debit Card
23288,1733,06-09-2023,Debit Card
23289,802,19-01-2022,Debit Card
23290,990,23-12-2023,Debit Card
23291,4772,16-10-2023,Wallet
23292,416,18-10-2022,Credit Card
23293,2966,27-05-2022,Wallet
23294,3338,30-03-2022,Credit Card
23295,3613,28-08-2022,Debit Card
23296,1621,10-03-2023,UPI
23297,1536,14-10-2023,Net Banking
23298,4345,06-04-2022,Net Banking
23299,2793,01-07-2022,Wallet
23300,573,12-07-2022,Debit Card
23301,4894,18-05-2022,Wallet
23302,4857,05-01-2023,Net Banking
23303,3656,11-08-2023,Debit Card
23304,293,08-05-2023,Net Banking
23305,4294,02-09-2022,Credit Card
23306,80,09-02-2023,Net Banking
23307,4233,28-05-2022,Credit Card
23308,4309,05-01-2023,UPI
23309,1863,19-10-2023,Debit Card
23310,619,26-04-2022,Net Banking
23311,960,29-10-2022,Net Banking
23312,3279,06-06-2023,Net Banking
23313,3736,01-05-2022,Net Banking
23314,2214,22-10-2023,Debit Card
23315,3575,15-08-2022,Net Banking
23316,3997,20-03-2022,Wallet
23317,2478,12-12-2022,Credit Card
23318,3252,20-05-2022,Credit Card
23319,2169,20-06-2023,Net Banking
23320,3246,16-10-2022,UPI
23321,2379,25-11-2022,Wallet
23322,1723,06-03-2023,Wallet
23323,1162,10-04-2022,UPI
23324,1890,24-08-2023,Credit Card
23325,2041,07-01-2022,Debit Card
23326,3972,20-06-2022,Net Banking
23327,3402,20-09-2022,Credit Card
23328,3310,07-01-2023,Debit Card
23329,1100,28-06-2023,Credit Card
23330,4019,26-12-2023,UPI
23331,1689,12-05-2023,UPI
23332,4133,28-02-2022,Credit Card
23333,845,01-12-2022,Credit Card
23334,1644,30-01-2022,Debit Card
23335,2334,17-09-2022,Net Banking
23336,1264,30-06-2023,Wallet
23337,2935,17-05-2022,Net Banking
23338,3686,12-11-2022,Debit Card
23339,216,05-04-2023,Debit Card
23340,4777,12-02-2023,Credit Card
23341,3658,19-09-2023,UPI
23342,2341,02-07-2022,Wallet
23343,1508,04-09-2022,Net Banking
23344,2091,29-01-2022,Wallet
23345,3379,06-11-2022,Net Banking
23346,1117,28-06-2022,Net Banking
23347,2741,20-05-2023,UPI
23348,2162,12-01-2023,Wallet
23349,3257,05-10-2022,UPI
23350,2969,28-04-2023,Debit Card
23351,1149,03-10-2022,Credit Card
23352,3177,20-10-2022,Credit Card
23353,4254,08-05-2022,Credit Card
23354,3346,03-11-2022,Debit Card
23355,3962,14-03-2022,Credit Card
23356,1141,08-01-2023,Debit Card
23357,2934,27-12-2023,Credit Card
23358,2108,10-03-2023,Net Banking
23359,2449,21-12-2023,UPI
23360,828,03-03-2022,Debit Card
23361,1204,13-02-2022,Debit Card
23362,3304,05-01-2023,UPI
23363,845,07-06-2023,Net Banking
23364,2972,25-11-2023,UPI
23365,1269,26-11-2023,Debit Card
23366,4734,02-03-2022,Credit Card
23367,4745,28-04-2023,Credit Card
23368,1630,29-06-2022,Net Banking
23369,3531,27-09-2023,Debit Card
23370,804,22-01-2022,Debit Card
23371,128,30-05-2023,Net Banking
23372,952,17-12-2023,Wallet
23373,2265,29-11-2023,Net Banking
23374,20,14-11-2023,UPI
23375,3639,27-07-2023,UPI
23376,1782,15-12-2022,Wallet
23377,3835,19-07-2023,UPI
23378,3132,04-11-2023,Net Banking
23379,4771,12-08-2022,UPI
23380,4835,21-06-2023,Net Banking
23381,557,02-11-2022,UPI
23382,2245,30-10-2022,UPI
23383,2984,26-09-2023,Credit Card
23384,3564,29-11-2023,Credit Card
23385,2726,22-12-2022,Net Banking
23386,4600,01-08-2023,Wallet
23387,4834,20-12-2023,Credit Card
23388,4888,26-09-2022,Net Banking
23389,3332,15-01-2022,Net Banking
23390,197,02-06-2023,Credit Card
23391,2829,10-09-2022,Wallet
23392,4840,26-03-2022,UPI
23393,3989,08-07-2023,Wallet
23394,2470,31-12-2023,Credit Card
23395,1631,12-06-2022,Net Banking
23396,3279,25-08-2022,Credit Card
23397,2039,23-03-2022,Credit Card
23398,2480,13-08-2023,Credit Card
23399,4331,06-02-2023,Credit Card
23400,4575,28-05-2022,Wallet
23401,2476,13-03-2023,Debit Card
23402,4762,13-09-2023,Credit Card
23403,3310,14-07-2023,Wallet
23404,3179,04-06-2022,Wallet
23405,1388,11-08-2023,Credit Card
23406,642,09-05-2022,Wallet
23407,575,29-04-2022,Credit Card
23408,3145,27-09-2022,Net Banking
23409,1722,20-02-2023,UPI
23410,1019,10-01-2022,Wallet
23411,4059,14-02-2023,Debit Card
23412,3421,11-08-2022,Debit Card
23413,400,31-07-2023,Net Banking
23414,4691,27-06-2022,Wallet
23415,1457,26-06-2022,Net Banking
23416,1596,28-06-2023,Debit Card
23417,117,31-07-2023,Net Banking
23418,383,26-01-2022,Credit Card
23419,4955,16-07-2022,UPI
23420,2130,14-02-2023,Credit Card
23421,1851,06-03-2022,Wallet
23422,832,23-04-2023,Debit Card
23423,4969,31-01-2023,Wallet
23424,2701,29-04-2023,Net Banking
23425,2782,26-10-2023,UPI
23426,3482,02-07-2022,Credit Card
23427,2118,24-08-2023,Credit Card
23428,4483,21-09-2022,UPI
23429,2007,02-12-2023,UPI
23430,2572,27-01-2022,Net Banking
23431,297,08-09-2022,Credit Card
23432,719,23-05-2023,Debit Card
23433,3137,04-12-2023,UPI
23434,3080,08-05-2022,Net Banking
23435,11,20-02-2023,UPI
23436,4881,23-02-2023,Wallet
23437,411,18-10-2023,UPI
23438,2940,24-02-2023,Wallet
23439,2655,01-11-2023,Wallet
23440,3187,17-08-2022,Debit Card
23441,3451,28-06-2023,Wallet
23442,599,20-03-2022,Wallet
23443,824,25-02-2022,Wallet
23444,2398,23-02-2022,UPI
23445,4115,18-02-2023,UPI
23446,313,18-04-2023,Net Banking
23447,2975,16-06-2023,Credit Card
23448,3739,21-07-2022,Debit Card
23449,2493,11-08-2022,UPI
23450,1946,09-05-2022,Net Banking
23451,231,26-11-2022,Net Banking
23452,3741,20-10-2023,Debit Card
23453,2673,17-03-2023,Net Banking
23454,3455,08-05-2022,UPI
23455,3584,21-05-2022,Wallet
23456,44,15-04-2023,UPI
23457,2925,05-08-2023,Net Banking
23458,3694,10-06-2022,Credit Card
23459,2271,25-03-2023,Credit Card
23460,3458,30-05-2023,Wallet
23461,2950,24-01-2023,Net Banking
23462,2319,08-06-2023,Wallet
23463,3386,16-10-2022,Wallet
23464,2295,04-05-2023,Wallet
23465,2996,27-01-2022,Credit Card
23466,3639,04-01-2023,Debit Card
23467,4917,13-01-2022,Net Banking
23468,3368,01-01-2023,Wallet
23469,3285,03-05-2022,Wallet
23470,2343,16-12-2023,UPI
23471,171,11-09-2022,UPI
23472,4342,16-12-2023,UPI
23473,1640,07-11-2023,Net Banking
23474,617,27-12-2022,Debit Card
23475,240,05-07-2022,Net Banking
23476,4494,16-11-2022,Net Banking
23477,1857,10-03-2023,Credit Card
23478,923,26-09-2023,Net Banking
23479,4888,22-11-2023,UPI
23480,1905,06-10-2023,UPI
23481,3150,27-10-2022,Wallet
23482,813,14-06-2023,Wallet
23483,5000,18-01-2022,UPI
23484,1731,21-04-2023,Net Banking
23485,832,06-01-2022,Net Banking
23486,3425,06-07-2022,Debit Card
23487,2208,04-12-2023,Net Banking
23488,4840,12-02-2022,Credit Card
23489,3433,07-09-2022,Credit Card
23490,4909,16-07-2022,Net Banking
23491,3369,22-07-2022,Wallet
23492,2228,08-07-2022,Wallet
23493,2261,18-04-2023,Wallet
23494,4626,30-09-2022,Credit Card
23495,2918,21-11-2023,UPI
23496,3521,31-03-2022,Debit Card
23497,4381,27-09-2022,Wallet
23498,2709,05-07-2023,Net Banking
23499,1821,30-04-2022,UPI
23500,649,21-07-2023,Debit Card
23501,189,28-08-2022,UPI
23502,1223,22-09-2022,Net Banking
23503,479,10-07-2022,UPI
23504,3063,10-10-2022,Debit Card
23505,2026,06-11-2023,Net Banking
23506,4613,09-04-2023,Credit Card
23507,1889,27-12-2023,UPI
23508,1551,31-03-2022,Net Banking
23509,2917,25-12-2022,UPI
23510,3256,15-01-2023,Net Banking
23511,2807,16-06-2022,Wallet
23512,34,23-11-2023,UPI
23513,296,08-09-2023,Wallet
23514,2501,24-07-2023,Wallet
23515,3780,23-07-2022,Credit Card
23516,3577,06-05-2022,Wallet
23517,1430,10-04-2023,UPI
23518,2190,11-12-2022,UPI
23519,1988,31-10-2023,Debit Card
23520,4744,02-03-2023,Wallet
23521,2883,24-06-2023,Credit Card
23522,1710,30-07-2022,Net Banking
23523,2778,23-09-2022,Net Banking
23524,3698,24-09-2022,Net Banking
23525,1548,11-09-2022,Credit Card
23526,463,07-07-2022,Credit Card
23527,3316,30-01-2022,Debit Card
23528,3305,01-11-2022,Debit Card
23529,514,29-03-2023,Net Banking
23530,4097,01-12-2023,Wallet
23531,3567,30-11-2023,Credit Card
23532,3804,07-10-2023,Wallet
23533,3688,30-01-2022,Debit Card
23534,3939,10-06-2022,Wallet
23535,3490,12-10-2023,UPI
23536,1472,27-02-2023,Credit Card
23537,338,13-12-2022,Credit Card
23538,3082,01-08-2023,Net Banking
23539,3413,10-08-2022,Net Banking
23540,2393,07-07-2022,Net Banking
23541,977,01-03-2023,UPI
23542,4979,03-07-2023,Net Banking
23543,2246,26-05-2023,Net Banking
23544,4069,25-07-2022,Credit Card
23545,1704,06-01-2023,Wallet
23546,872,19-04-2023,Credit Card
23547,3410,27-01-2023,Wallet
23548,2590,24-04-2023,Credit Card
23549,4553,24-05-2023,UPI
23550,1550,26-02-2022,Wallet
23551,3508,08-03-2022,UPI
23552,4462,28-01-2022,Credit Card
23553,2622,16-10-2023,Debit Card
23554,2530,13-10-2023,UPI
23555,2158,20-08-2022,Net Banking
23556,2357,17-04-2022,Debit Card
23557,160,17-05-2022,Credit Card
23558,4940,13-01-2023,Debit Card
23559,2103,07-11-2023,UPI
23560,2809,21-10-2023,Debit Card
23561,2000,26-01-2023,Credit Card
23562,2582,22-11-2023,Debit Card
23563,2994,22-08-2023,UPI
23564,2935,17-03-2022,Wallet
23565,2312,31-03-2023,Wallet
23566,2796,11-12-2022,UPI
23567,4329,13-08-2023,Credit Card
23568,4329,24-07-2023,Debit Card
23569,3589,16-12-2023,Net Banking
23570,3117,04-04-2023,UPI
23571,4654,29-12-2022,Debit Card
23572,3748,28-07-2023,Credit Card
23573,1950,23-05-2022,Debit Card
23574,1460,02-08-2023,Credit Card
23575,4431,30-09-2023,UPI
23576,2452,25-05-2022,Debit Card
23577,4352,04-01-2023,Net Banking
23578,3068,04-03-2023,Net Banking
23579,4091,16-12-2023,Debit Card
23580,2989,10-09-2022,UPI
23581,772,14-09-2023,Wallet
23582,1112,28-05-2022,Credit Card
23583,3312,07-05-2022,Wallet
23584,4407,18-12-2022,Credit Card
23585,1595,01-05-2022,Credit Card
23586,2730,09-01-2023,Credit Card
23587,1282,07-12-2022,Wallet
23588,3586,31-01-2022,Net Banking
23589,2829,11-12-2022,Net Banking
23590,2374,07-07-2023,Net Banking
23591,4886,23-07-2022,UPI
23592,342,07-01-2023,Wallet
23593,4934,16-02-2023,Credit Card
23594,4724,15-07-2023,UPI
23595,2819,25-08-2023,UPI
23596,2926,16-08-2022,Wallet
23597,1273,01-02-2022,Debit Card
23598,710,22-11-2023,Debit Card
23599,739,12-12-2022,Net Banking
23600,1779,16-07-2022,Net Banking
23601,4591,21-10-2022,Net Banking
23602,4131,12-08-2023,Debit Card
23603,3719,02-05-2022,UPI
23604,4914,28-09-2023,UPI
23605,10,10-01-2023,UPI
23606,1738,11-07-2023,Net Banking
23607,2579,16-01-2022,Debit Card
23608,1559,14-03-2023,Net Banking
23609,2143,15-12-2022,Credit Card
23610,2624,29-07-2022,Net Banking
23611,4001,09-06-2022,Credit Card
23612,4546,12-10-2022,Credit Card
23613,2144,21-02-2022,Debit Card
23614,865,22-03-2022,UPI
23615,1801,16-01-2023,Wallet
23616,3453,18-12-2022,Net Banking
23617,2717,12-10-2022,Debit Card
23618,4303,05-05-2023,Net Banking
23619,1810,22-01-2023,Credit Card
23620,4946,11-03-2023,UPI
23621,4342,03-08-2023,UPI
23622,1998,13-02-2022,Wallet
23623,2932,22-05-2023,Credit Card
23624,2131,24-10-2023,Wallet
23625,4413,19-06-2022,Net Banking
23626,2693,16-03-2022,UPI
23627,3177,08-01-2022,UPI
23628,2797,20-04-2023,Wallet
23629,4696,21-06-2022,Credit Card
23630,1556,13-03-2023,UPI
23631,3691,29-09-2023,Debit Card
23632,4937,27-12-2023,Debit Card
23633,3573,27-03-2023,Credit Card
23634,4444,13-10-2023,Credit Card
23635,331,29-10-2023,Wallet
23636,4706,09-10-2023,Credit Card
23637,1945,10-05-2023,Wallet
23638,4840,04-04-2023,Credit Card
23639,3959,04-07-2022,Debit Card
23640,4665,30-12-2023,UPI
23641,1685,16-06-2022,Credit Card
23642,2437,03-11-2022,Credit Card
23643,971,04-10-2022,Credit Card
23644,747,31-03-2022,Debit Card
23645,2185,07-08-2022,Net Banking
23646,1385,17-03-2023,Credit Card
23647,4031,22-11-2023,Debit Card
23648,1019,13-09-2023,UPI
23649,2579,21-09-2023,Debit Card
23650,4112,02-02-2023,Credit Card
23651,4664,16-04-2023,UPI
23652,3941,14-02-2023,Debit Card
23653,2025,10-09-2023,Wallet
23654,1543,11-10-2022,Credit Card
23655,2712,19-08-2022,Net Banking
23656,3047,21-10-2023,Debit Card
23657,1455,21-01-2022,Net Banking
23658,3004,03-10-2022,Debit Card
23659,1703,24-04-2023,UPI
23660,4421,13-12-2022,Net Banking
23661,3874,21-06-2022,Credit Card
23662,122,27-06-2023,Net Banking
23663,1477,09-01-2022,Credit Card
23664,266,28-06-2023,UPI
23665,28,21-07-2022,Credit Card
23666,2125,29-06-2022,Debit Card
23667,432,10-12-2023,Credit Card
23668,4975,18-12-2023,Net Banking
23669,3778,23-06-2023,Net Banking
23670,4532,29-05-2023,Debit Card
23671,1086,18-01-2023,Credit Card
23672,2095,29-01-2023,Credit Card
23673,2486,04-08-2023,Credit Card
23674,101,07-12-2023,Wallet
23675,2155,03-09-2022,Wallet
23676,3049,01-03-2023,Net Banking
23677,4983,31-10-2022,Net Banking
23678,800,26-04-2022,UPI
23679,3823,27-04-2022,Credit Card
23680,1296,08-03-2023,Net Banking
23681,435,05-05-2022,UPI
23682,3805,02-02-2022,Wallet
23683,2614,18-04-2023,Net Banking
23684,916,27-08-2023,Credit Card
